Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"820 MILLER AVE",AMES,IA,50014,42.015468,-93.685408,1,rooftop,820,"Miller Ave",Ames,IA,"Story County",50014,US,Polk
"4316 ONTARIO ST",AMES,IA,50014,42.034473,-93.678116,1,rooftop,4316,"Ontario St",Ames,IA,"Story County",50014,US,Story
"1805 CENTER DR",AMES,IA,50011,42.018148,-93.63935,0.8,nearest_rooftop_match,1799,"Center St",Ames,IA,"Story County",50011,US,Story
"1805 CENTER DR",AMES,IA,50011,42.018148,-93.63935,0.8,nearest_rooftop_match,1799,"Center St",Ames,IA,"Story County",50011,US,Story
"2229 LINCOLN WAY",AMES,IA,50014,42.023777,-93.645479,1,rooftop,2229,"Lincoln Way",Ames,IA,"Story County",50014,US,Polk
"2229 LINCOLN WAY",AMES,IA,50014,42.023777,-93.645479,1,rooftop,2229,"Lincoln Way",Ames,IA,"Story County",50014,US,Polk
"1921 AMES HIGH DR",AMES,IA,50010,42.039939,-93.637436,1,rooftop,1921,"Ames High Dr",Ames,IA,"Story County",50010,US,Polk
"219 MAIN ST",COLLINS,IA,50055,41.901556,-93.30513,1,rooftop,219,"Main St",Collins,IA,"Story County",50055,US,Story
"201 EAST MATHEWS DR",GILBERT,IA,50105,42.106797,-93.636287,1,rooftop,201,"E Mathews Dr",Gilbert,IA,"Story County",50105,US,Story
"1420 S. BELL AVENUE",AMES,IA,50010,42.009675,-93.574461,1,rooftop,1420,"S Bell Ave",Ames,IA,"Story County",50010,US,Polk
"206 S. MAIN ST",ROLAND,IA,50236,42.164373,-93.500389,1,rooftop,206,"S Main St",Roland,IA,"Story County",50236,US,Story
"515 N MAIN AVE",HUXLEY,IA,50124,41.898555,-93.607093,1,rooftop,515,"N Main Ave",Huxley,IA,"Story County",50124,US,Polk
"81 MAIN ST",MAXWELL,IA,50161,41.887196,-93.399268,1,rooftop,81,"Main St",Maxwell,IA,"Story County",50161,US,Polk
"1009 STORY ST","STORY CITY",IA,50248,42.188137,-93.589486,1,range_interpolation,1009,"Story St","Story City",IA,"Story County",50248,US,"TIGER/Line® dataset from the US Census Bureau"
"101 E MAIN ST",ZEARING,IA,50278,42.160767,-93.297066,1,rooftop,101,"E Main St",Zearing,IA,"Story County",50278,US,Polk
"56461 180TH ST",AMES,IA,50010,42.09235,-93.579849,1,range_interpolation,56461,"180th St",Ames,IA,"Story County",50010,US,"TIGER/Line® dataset from the US Census Bureau"
"1001 15TH ST",NEVADA,IA,50201,42.022676,-93.437834,1,rooftop,1001,"15th St",Nevada,IA,"Story County",50201,US,Story
"925 H AVE",NEVADA,IA,50201,42.01966,-93.447427,1,rooftop,925,"H Ave",Nevada,IA,"Story County",50201,US,Polk
"220 H AVE",NEVADA,IA,50201,42.018134,-93.457327,1,rooftop,220,"H Ave",Nevada,IA,"Story County",50201,US,Polk
"825 15TH ST",NEVADA,IA,50201,42.019562,-93.439894,1,rooftop,825,"15th St",Nevada,IA,"Story County",50201,US,Story
"1035 15TH ST",NEVADA,IA,50201,42.021036,-93.439821,1,range_interpolation,1035,"15th St",Nevada,IA,"Story County",50201,US,"TIGER/Line® dataset from the US Census Bureau"
"919 WEST ST",COLO,IA,50056,42.009755,-93.319098,1,rooftop,919,"West St",Colo,IA,"Story County",50056,US,Story
"701 BALLARD DR",HUXLEY,IA,50124,41.906086,-93.616342,0.33,place,,,Huxley,IA,"Story County",50124,US,"TIGER/Line® dataset from the US Census Bureau"
"1001 15TH ST",NEVADA,IA,50201,42.022676,-93.437834,1,rooftop,1001,"15th St",Nevada,IA,"Story County",50201,US,Story
"919 WEST ST",COLO,IA,50056,42.009755,-93.319098,1,rooftop,919,"West St",Colo,IA,"Story County",50056,US,Story
"105 E MAIN",SLATER,IA,50244,41.883866,-93.676506,1,rooftop,105,"E Main St",Slater,IA,"Story County",50244,US,Polk
"1009 STORY ST","STORY CITY",IA,50248,42.188137,-93.589486,1,range_interpolation,1009,"Story St","Story City",IA,"Story County",50248,US,"TIGER/Line® dataset from the US Census Bureau"
"225 WATER ST",CAMBRIDGE,IA,50046,41.898538,-93.529109,1,range_interpolation,225,"Water St",Cambridge,IA,"Story County",50046,US,"TIGER/Line® dataset from the US Census Bureau"
"400 LATROBE",MCCALLSBURG,IA,50154,42.164204,-93.391011,1,rooftop,400,"Latrobe Ave","Mc Callsburg",IA,"Story County",50154,US,Story
"3915 MORTENSEN RD",AMES,IA,50014,42.015214,-93.666936,1,rooftop,3915,"Mortensen Rd",Ames,IA,"Story County",50014,US,Polk
"600 3RD ST",GARWIN,IA,50632,42.091192,-92.675567,1,range_interpolation,600,"3rd St",Garwin,IA,"Tama County",50632,US,"TIGER/Line® dataset from the US Census Bureau"
"214 MAIN ST",CLUTIER,IA,52217,42.077814,-92.403868,1,range_interpolation,214,"Main St",Clutier,IA,"Tama County",52217,US,"TIGER/Line® dataset from the US Census Bureau"
"505 WEST ST",DYSART,IA,52224,42.16968,-92.314317,1,range_interpolation,505,"West St",Dysart,IA,"Tama County",52224,US,"TIGER/Line® dataset from the US Census Bureau"
"1611 COUNTRY CLUB DR",TAMA,IA,52339,41.971101,-92.586334,0.6,street_center,,"Country Club Dr",Tama,IA,"Tama County",52339,US,"TIGER/Line® dataset from the US Census Bureau"
"110 MAIN ST",LINCOLN,IA,50652,42.262972,-92.691344,1,range_interpolation,110,"Main St",Lincoln,IA,"Tama County",50652,US,"TIGER/Line® dataset from the US Census Bureau"
"102 E ELM ST",MONTOUR,IA,50173,41.98094,-92.713369,0.9,range_interpolation,102,"E Elm St",Montour,IA,"Tama County",50173,US,"TIGER/Line® dataset from the US Census Bureau"
"349 MESKWAKI RD",TAMA,IA,52339,41.991166,-92.655383,1,range_interpolation,349,"Meskwaki Rd",Tama,IA,"Tama County",52339,US,"TIGER/Line® dataset from the US Census Bureau"
"110 MAIN ST",LINCOLN,IA,50652,42.262972,-92.691344,1,range_interpolation,110,"Main St",Lincoln,IA,"Tama County",50652,US,"TIGER/Line® dataset from the US Census Bureau"
"605 WALNUT ST",TRAER,IA,50675,42.187999,-92.467617,1,range_interpolation,605,"Walnut St",Traer,IA,"Tama County",50675,US,"TIGER/Line® dataset from the US Census Bureau"
"201 DUDLEY ST",CHELSEA,IA,52215,41.917423,-92.393822,1,range_interpolation,201,"Dudley St",Chelsea,IA,"Tama County",52215,US,"TIGER/Line® dataset from the US Census Bureau"
"1611 COUNTRY CLUB DR",TAMA,IA,52339,41.971101,-92.586334,0.6,street_center,,"Country Club Dr",Tama,IA,"Tama County",52339,US,"TIGER/Line® dataset from the US Census Bureau"
"421 JOHNSTON ST",GLADBROOK,IA,50635,42.186797,-92.713846,1,range_interpolation,421,"Johnston St",Gladbrook,IA,"Tama County",50635,US,"TIGER/Line® dataset from the US Census Bureau"
"206 E HIGH ST",TOLEDO,IA,52342,41.99543,-92.57555,1,range_interpolation,206,"E High St",Toledo,IA,"Tama County",52342,US,"TIGER/Line® dataset from the US Census Bureau"
"206 E HIGH ST",TOLEDO,IA,52342,41.99543,-92.57555,1,range_interpolation,206,"E High St",Toledo,IA,"Tama County",52342,US,"TIGER/Line® dataset from the US Census Bureau"
"106 MAIN ST",ELBERON,IA,52225,42.00712,-92.31697,1,range_interpolation,106,"Main St",Elberon,IA,"Tama County",52225,US,"TIGER/Line® dataset from the US Census Bureau"
"405 DIVISION ST",BLOCKTON,IA,50836,40.614292,-94.47971,0.9,range_interpolation,405,"Division St",Blockton,IA,"Taylor County",50836,US,"TIGER/Line® dataset from the US Census Bureau"
"210 E DALLAS ST",LENOX,IA,50851,40.874864,-94.556114,1,range_interpolation,210,"E Dallas St",Lenox,IA,"Taylor County",50851,US,"TIGER/Line® dataset from the US Census Bureau"
"304 MAIN ST",GRAVITY,IA,50848,40.757114,-94.744768,0.9,range_interpolation,304,"Main St",Gravity,IA,"Taylor County",50848,US,"TIGER/Line® dataset from the US Census Bureau"
"512 MAIN ST","NEW MARKET",IA,51646,40.729758,-94.899503,1,range_interpolation,512,"Main St","New Market",IA,"Taylor County",51646,US,"TIGER/Line® dataset from the US Census Bureau"
"210 E DALLAS ST.",LENOX,IA,50851,40.874864,-94.556114,1,range_interpolation,210,"E Dallas St",Lenox,IA,"Taylor County",50851,US,"TIGER/Line® dataset from the US Census Bureau"
"906 PENNSYLVANIA ST",BEDFORD,IA,50833,40.670498,-94.722674,1,range_interpolation,906,"Pennsylvania St",Bedford,IA,"Taylor County",50833,US,"TIGER/Line® dataset from the US Census Bureau"
"906 PENNSYLVANIA ST",BEDFORD,IA,50833,40.670498,-94.722674,1,range_interpolation,906,"Pennsylvania St",Bedford,IA,"Taylor County",50833,US,"TIGER/Line® dataset from the US Census Bureau"
"1916 HIGH SCHOOL DRIVE",AFTON,IA,50830,41.024272,-94.180773,1,range_interpolation,1916,"High School Dr",Afton,IA,"Union County",50830,US,"TIGER/Line® dataset from the US Census Bureau"
"1916 HIGH SCHOOL DRIVE",AFTON,IA,50830,41.024272,-94.180773,1,range_interpolation,1916,"High School Dr",Afton,IA,"Union County",50830,US,"TIGER/Line® dataset from the US Census Bureau"
"601 W TOWNLINE ST",CRESTON,IA,50801,41.070906,-94.368266,1,range_interpolation,601,"W Townline St",Creston,IA,"Union County",50801,US,"TIGER/Line® dataset from the US Census Bureau"
"1916 HIGH SCHOOL DRIVE",AFTON,IA,50830,41.024272,-94.180773,1,range_interpolation,1916,"High School Dr",Afton,IA,"Union County",50830,US,"TIGER/Line® dataset from the US Census Bureau"
"805 ACADEMIC AVE",CRESTON,IA,50801,41.049896,-94.347137,0.33,place,,,Creston,IA,"Union County",50801,US,"TIGER/Line® dataset from the US Census Bureau"
"601 W TOWNLINE ST",CRESTON,IA,50801,41.070906,-94.368266,1,range_interpolation,601,"W Townline St",Creston,IA,"Union County",50801,US,"TIGER/Line® dataset from the US Census Bureau"
"601 W TOWNLINE ST",CRESTON,IA,50801,41.070906,-94.368266,1,range_interpolation,601,"W Townline St",Creston,IA,"Union County",50801,US,"TIGER/Line® dataset from the US Census Bureau"
"601 W TOWNLINE ST",CRESTON,IA,50801,41.070906,-94.368266,1,range_interpolation,601,"W Townline St",Creston,IA,"Union County",50801,US,"TIGER/Line® dataset from the US Census Bureau"
"110 N. CROSS ST.",BIRMINGHAM,IA,52535,40.879185,-91.945821,1,range_interpolation,110,"N Cross St",Birmingham,IA,"Van Buren County",52535,US,"TIGER/Line® dataset from the US Census Bureau"
"103 MAIN ST.",BONAPARTE,IA,52620,40.702685,-91.802407,0.6,street_center,,"Main St",Bonaparte,IA,"Van Buren County",52620,US,"TIGER/Line® dataset from the US Census Bureau"
"104 W. 3RD ST.",CANTRIL,IA,52542,40.64338,-92.070941,0.6,street_center,,"W 3rd St",Cantril,IA,"Van Buren County",52542,US,"TIGER/Line® dataset from the US Census Bureau"
"14574 JEFFERSON ST.",DOUDS,IA,52551,40.833809,-92.089883,1,range_interpolation,14574,"Jefferson St",Douds,IA,"Van Buren County",52551,US,"TIGER/Line® dataset from the US Census Bureau"
"203 ELM ST.",FARMINGTON,IA,52626,40.640436,-91.74295,1,range_interpolation,203,"Elm St",Farmington,IA,"Van Buren County",52626,US,"TIGER/Line® dataset from the US Census Bureau"
"406 DODGE ST.",KEOSAUQUA,IA,52565,40.732812,-91.963162,1,range_interpolation,406,"Dodge St",Keosauqua,IA,"Van Buren County",52565,US,"TIGER/Line® dataset from the US Census Bureau"
"301 E. OAK ST.",MILTON,IA,52570,40.673337,-92.158364,1,range_interpolation,301,"E Oak St",Milton,IA,"Van Buren County",52570,US,"TIGER/Line® dataset from the US Census Bureau"
"406 DODGE ST.",KEOSAUQUA,IA,52565,40.732812,-91.963162,1,range_interpolation,406,"Dodge St",Keosauqua,IA,"Van Buren County",52565,US,"TIGER/Line® dataset from the US Census Bureau"
"407 WILSON ST.",BLAKESBURG,IA,52536,40.959885,-92.638875,0.5,street_center,,T-61,Blakesburg,IA,"Wapello County",52536,US,"TIGER/Line® dataset from the US Census Bureau"
"150-100 HAZEL ST.",AGENCY,IA,52530,40.994918,-92.306722,1,range_interpolation,150,"Hazel St",Agency,IA,"Wapello County",52530,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 BURDAN ST.",EDDYVILLE,IA,52553,41.161271,-92.626516,0.6,street_center,,"Co Hwy G77",Eddyville,IA,"Wapello County",52553,US,"TIGER/Line® dataset from the US Census Bureau"
"101 W. 4TH ST.",OTTUMWA,IA,52501,41.084415,-92.528829,1,range_interpolation,101,"4th St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 BURDAN ST.",EDDYVILLE,IA,52553,41.161271,-92.626516,0.6,street_center,,"Co Hwy G77",Eddyville,IA,"Wapello County",52553,US,"TIGER/Line® dataset from the US Census Bureau"
"2624 MARILYN RD.",OTTUMWA,IA,52501,41.057744,-92.412545,1,range_interpolation,2624,"Marilyn Rd",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"655 INDIAN HILLS DR.",OTTUMWA,IA,52501,41.049249,-92.397211,0.6,street_center,,"Indian Trail Rd",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"307 W. MARY ST.",OTTUMWA,IA,52501,40.994626,-92.427717,1,range_interpolation,307,"W Mary St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"2624 MARILYN RD.",OTTUMWA,IA,52501,41.057744,-92.412545,1,range_interpolation,2624,"Marilyn Rd",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"1305 E. MARY ST.",OTTUMWA,IA,52501,40.994679,-92.405969,0.9,range_interpolation,1305,"E Mary St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"1102 E 4TH ST",OTTUMWA,IA,52501,41.014972,-92.399178,0.8,range_interpolation,1102,"4th St E",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"812 CHESTER AVE",OTTUMWA,IA,52501,41.00368,-92.4338,1,range_interpolation,812,"Chester Ave",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"1523 N COURT ST",OTTUMWA,IA,52501,41.036876,-92.40616,1,range_interpolation,1523,"N Court St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"2814 N COURT",OTTUMWA,IA,52501,41.049862,-92.407966,1,range_interpolation,2814,"N Court St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"1001 N BENTON ST",OTTUMWA,IA,52501,41.031254,-92.419443,1,range_interpolation,1001,"N Benton St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"102 CHURCH ST.",OTTUMWA,IA,52501,41.013731,-92.41501,1,range_interpolation,102,"Church St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"205 N. JAMES ST.",OTTUMWA,IA,52501,41.00355,-92.415007,1,range_interpolation,205,"N James St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"307 W MARY ST",OTTUMWA,IA,52501,40.994626,-92.427717,1,range_interpolation,307,"W Mary St",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"50 TRAXLER DR",OTTUMWA,IA,52501,41.030933,-92.409827,0.33,place,,,Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"50 TRAXLER DR.",OTTUMWA,IA,52501,41.030933,-92.409827,0.33,place,,,Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"655 INDIAN HILLS DR.",OTTUMWA,IA,52501,41.049249,-92.397211,0.6,street_center,,"Indian Trail Rd",Ottumwa,IA,"Wapello County",52501,US,"TIGER/Line® dataset from the US Census Bureau"
"608 W ELM ST",ELDON,IA,52554,40.919205,-92.224436,1,range_interpolation,608,"W Elm St",Eldon,IA,"Wapello County",52554,US,"TIGER/Line® dataset from the US Census Bureau"
"430 SCHOOL ST",CARLISLE,IA,50047,41.498078,-93.489889,1,rooftop,430,"School St",Carlisle,IA,"Warren County",50047,US,Polk
"430 SCHOOL ST",CARLISLE,IA,50047,41.498078,-93.489889,1,rooftop,430,"School St",Carlisle,IA,"Warren County",50047,US,Polk
"113 MAIN ST",MILO,IA,50166,41.287381,-93.43941,1,range_interpolation,113,"Main St",Milo,IA,"Warren County",50166,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 NORTH AVE",NORWALK,IA,50211,41.473893,-93.671782,1,rooftop,1201,"North Ave",Norwalk,IA,"Warren County",50211,US,Polk
"2300 R62 HWY",NORWALK,IA,50211,41.442071,-93.667713,0.33,place,,,Norwalk,IA,"Warren County",50211,US,"TIGER/Line® dataset from the US Census Bureau"
"8383 RIDGEVIEW DR","DES MOINES",IA,50320,41.503967,-93.611889,1,rooftop,8383,"Ridgeview Dr","Des Moines",IA,"Warren County",50320,US,Polk
"13015 SCOTCH RIDGE RD",CARLISLE,IA,50047,41.472751,-93.558358,0.6,street_center,,"Scotch Ridge Rd",Carlisle,IA,"Warren County",50047,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 E 1ST AVE",INDIANOLA,IA,50125,41.359229,-93.545713,1,range_interpolation,1304,"E 1st Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 E 1ST AVE",INDIANOLA,IA,50125,41.359229,-93.545713,1,range_interpolation,1304,"E 1st Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"701 N C ST",INDIANOLA,IA,50125,41.367303,-93.565007,1,range_interpolation,701,"N C St",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"701 N C ST",INDIANOLA,IA,50125,41.367303,-93.565007,1,range_interpolation,701,"N C St",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 E 1ST AVE",INDIANOLA,IA,50125,41.359229,-93.545713,1,range_interpolation,1304,"E 1st Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"630 N C ST",INDIANOLA,IA,50125,41.364695,-93.564859,1,range_interpolation,630,"N C St",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"1306 W SALEM AVE",INDIANOLA,IA,50125,41.360562,-93.578355,1,range_interpolation,1306,"W Salem Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"1306 W SALEM AVE",INDIANOLA,IA,50125,41.360562,-93.578355,1,range_interpolation,1306,"W Salem Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"390 BURLINGTON AVE",MARTENSDALE,IA,50160,41.374609,-93.738748,1,range_interpolation,390,"Burlington Ave",Martensdale,IA,"Warren County",50160,US,"TIGER/Line® dataset from the US Census Bureau"
"390 BURLINGTON AVE",MARTENSDALE,IA,50160,41.374609,-93.738748,1,range_interpolation,390,"Burlington Ave",Martensdale,IA,"Warren County",50160,US,"TIGER/Line® dataset from the US Census Bureau"
"16331 TYLER ST","LIBERTY CENTER",IA,50145,41.204834,-93.499344,0.6,street_center,,"Tyler St","Liberty Center",IA,"Warren County",50145,US,"TIGER/Line® dataset from the US Census Bureau"
"8020 KENNEDY ST",INDIANOLA,IA,50125,41.354407,-93.656388,1,range_interpolation,8020,"Kennedy St",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 NORTH AVE",NORWALK,IA,50211,41.473893,-93.671782,1,rooftop,1201,"North Ave",Norwalk,IA,"Warren County",50211,US,Polk
"4380 WAKONDA DR",NORWALK,IA,50211,41.499625,-93.674869,1,rooftop,4380,"Wakonda Dr",Norwalk,IA,"Warren County",50211,US,Polk
"1201 NORTH AVE",NORWALK,IA,50211,41.473893,-93.671782,1,rooftop,1201,"North Ave",Norwalk,IA,"Warren County",50211,US,Polk
"1201 NORTH AVE",NORWALK,IA,50211,41.473893,-93.671782,1,rooftop,1201,"North Ave",Norwalk,IA,"Warren County",50211,US,Polk
"113 MAIN ST",MILO,IA,50166,41.287381,-93.43941,1,range_interpolation,113,"Main St",Milo,IA,"Warren County",50166,US,"TIGER/Line® dataset from the US Census Bureau"
"19397 G24 HWY",CARLISLE,IA,50047,41.436201,-93.407231,0.6,street_center,,"G-24 Hwy",Carlisle,IA,"Warren County",50047,US,"TIGER/Line® dataset from the US Census Bureau"
"500 N VINE STREET",HARTFORD,IA,50118,41.463364,-93.402994,1,range_interpolation,500,"N Vine St",Hartford,IA,"Warren County",50118,US,"TIGER/Line® dataset from the US Census Bureau"
"10804 G76 HWY","NEW VIRGINIA",IA,50210,41.18222,-93.72883,0.33,place,,,"New Virginia",IA,"Warren County",50210,US,"TIGER/Line® dataset from the US Census Bureau"
"199 1ST ST",ACKWORTH,IA,50001,41.367226,-93.472961,1,range_interpolation,199,"1st St",Ackworth,IA,"Warren County",50001,US,"TIGER/Line® dataset from the US Census Bureau"
"503 WEST ST","NEW VIRGINIA",IA,50210,41.18221,-93.730427,1,range_interpolation,503,"West St","New Virginia",IA,"Warren County",50210,US,"TIGER/Line® dataset from the US Census Bureau"
"519 N WASHINGTON ST",LACONA,IA,50139,41.193506,-93.383906,1,range_interpolation,519,"N Washington Ave",Lacona,IA,"Warren County",50139,US,"TIGER/Line® dataset from the US Census Bureau"
"15565 118TH AVE",INDIANOLA,IA,50125,41.298606,-93.582407,1,range_interpolation,15565,"118th Ave",Indianola,IA,"Warren County",50125,US,"TIGER/Line® dataset from the US Census Bureau"
"835 PARK ST.",AINSWORTH,IA,52201,41.29255,-91.560018,1,range_interpolation,835,"Park St",Ainsworth,IA,"Washington County",52201,US,"TIGER/Line® dataset from the US Census Bureau"
"100 E. WASHINGTON ST.",BRIGHTON,IA,52540,41.174806,-91.821271,1,range_interpolation,100,"E Washington St",Brighton,IA,"Washington County",52540,US,"TIGER/Line® dataset from the US Census Bureau"
"713 F AVE.",KALONA,IA,52247,41.487093,-91.704687,1,range_interpolation,713,"F Ave",Kalona,IA,"Washington County",52247,US,"TIGER/Line® dataset from the US Census Bureau"
